AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Left180_3,2.365805,,-0.1115054,0.01614302,-0.2180515,0.1515422,0.07101219,0.1407324,-0.04554041,1.381949,0.159495,-0.3069617,0.1240561,-0.150159,0.02793074,0.04878528,-0.02553836,0.1273323,-0.001275539,-0.06134212
Right180_1,0.0169741,,-0.2624732,0.07003769,-0.03421853,0.1633435,0.07557043,-0.1553262,0.06367428,1.447289,0.1042259,-7.548388,2.694734,9.191648,0.5900651,0.2279121,-14.80293,5.460735,3.266996,-2.763456
Right180_1,0.03395018,,-0.2640254,0.06825073,-0.04251603,0.1677681,0.07168585,-0.1349669,0.06258421,1.447838,0.1017873,-0.07761419,-0.08934811,-0.4148754,0.2212279,-0.1942292,1.017965,-0.05450323,0.0274241,-0.1219276
Right180_1,0.05094007,,-0.2649937,0.0660796,-0.0523086,0.171565,0.06671138,-0.1078624,0.06040031,1.448989,0.09724751,-0.04841089,-0.1085564,-0.4896281,0.189846,-0.2487235,1.355229,-0.109195,0.05754828,-0.2269913
Right180_1,0.06795049,,-0.2658349,0.0640437,-0.06197519,0.1745096,0.0626926,-0.08109108,0.05847802,1.449935,0.09288981,-0.042063,-0.101795,-0.4833296,0.1472302,-0.2009388,1.338564,-0.09611491,0.04729629,-0.2178852
Right180_1,0.08492341,,-0.2654553,0.0627256,-0.07017367,0.1736937,0.05948114,-0.0634343,0.05837011,1.450286,0.09153631,0.01898259,-0.06590523,-0.4099242,-0.04079714,-0.1605732,0.8828394,-0.005395338,0.01758337,-0.06767511
Right180_1,0.1044693,,-0.265218,0.06146159,-0.0797997,0.1722335,0.05609682,-0.04153843,0.05847181,1.450508,0.09002285,0.01186132,-0.06320011,-0.4813012,-0.07300973,-0.1692159,1.094793,0.005085208,0.01107454,-0.07567257
Right180_1,0.1219274,,-0.265847,0.06081316,-0.08896113,0.1700324,0.05315588,-0.01770472,0.05915974,1.450302,0.08882678,-0.0314489,-0.03242157,-0.4580718,-0.110054,-0.1470473,1.191685,0.03439654,-0.01031756,-0.05980395
Right180_1,0.155895,,-0.2665459,0.0601083,-0.1028955,0.1656099,0.05014579,0.01893101,0.06044624,1.449745,0.08727706,-0.03494471,-0.03524311,-0.696718,-0.2211258,-0.1505043,1.831787,0.06432477,-0.02783537,-0.07748567
Right180_1,0.1728924,,-0.2666798,0.05998741,-0.1091754,0.1630329,0.04969126,0.03708448,0.06116572,1.449314,0.08663893,-0.006692111,-0.00604447,-0.3139932,-0.1288489,-0.02272651,0.9076734,0.03597401,-0.0215292,-0.03190637
Right180_1,0.1898503,,-0.2666001,0.06022573,-0.1153108,0.1596791,0.0494183,0.05271971,0.06205497,1.448863,0.08653731,0.00398308,0.0119159,-0.306771,-0.1676917,-0.01364779,0.7817615,0.04446246,-0.0225544,-0.005081296
Right180_1,0.2068366,,-0.2663338,0.06076804,-0.1223468,0.1554455,0.04942226,0.06965811,0.06323468,1.448347,0.08649092,0.01331717,0.02711546,-0.3518004,-0.2116799,0.0001979992,0.84692,0.0589855,-0.02582669,-0.002319366
Right180_1,0.2238608,,-0.2657293,0.06177193,-0.1307006,0.1498639,0.04976624,0.0884527,0.06484524,1.447736,0.08653508,0.03022403,0.05019456,-0.4176926,-0.2790779,0.01719855,0.9397298,0.08052811,-0.03051162,0.00220798
Right180_1,0.2408192,,-0.2650608,0.06305142,-0.1383131,0.1446413,0.05042649,0.1042569,0.06640279,1.447189,0.0865529,0.03342479,0.06397478,-0.3806226,-0.2611332,0.03301296,0.7902105,0.07787719,-0.02737045,0.0008910894
Right180_1,0.2608814,,-0.2642145,0.06497171,-0.1462253,0.1386399,0.05120122,0.1185331,0.06817151,1.446656,0.08649056,0.04231185,0.09601414,-0.3956102,-0.3000684,0.03873613,0.7138096,0.08843616,-0.02663732,-0.003117323
Right180_1,0.2949153,,-0.2630302,0.06902412,-0.1590897,0.1275138,0.05287447,0.1411529,0.07120146,1.445852,0.08625116,0.05921572,0.2026208,-0.6432205,-0.5563043,0.08366257,1.130991,0.1514975,-0.04023314,-0.01196973
Right180_1,0.3118874,,-0.2624839,0.07173561,-0.1656143,0.1201807,0.05338084,0.1528986,0.07310652,1.445612,0.085781,0.02731681,0.1355745,-0.3262296,-0.3666535,0.02531838,0.5872824,0.09525307,-0.01199841,-0.02350807
Right180_1,0.3289863,,-0.2618873,0.07478328,-0.1722502,0.1123995,0.05388053,0.1649958,0.0752153,1.445408,0.08519904,0.02983212,0.1523834,-0.3317937,-0.3890611,0.02498478,0.6048605,0.1054391,-0.01018047,-0.02909824
Right180_1,0.3459371,,-0.2620665,0.07829697,-0.1781717,0.1039094,0.05353568,0.1722463,0.07769942,1.445296,0.08477649,-0.008964539,0.1756843,-0.2960771,-0.4245084,-0.01724251,0.3625266,0.1242056,-0.005602837,-0.02112724
Right180_1,0.3628887,,-0.2625173,0.08205105,-0.1838813,0.09518149,0.05293544,0.1777811,0.08034351,1.445188,0.08444286,-0.02253801,0.1877043,-0.2854787,-0.4363928,-0.03001187,0.2767392,0.1322046,-0.005418062,-0.01668148
Right180_1,0.3968709,,-0.2589982,0.08986735,-0.1937737,0.07793038,0.05272879,0.1809282,0.08473127,1.445039,0.08341254,0.1759574,0.390815,-0.4946209,-0.862556,-0.01033247,0.1573555,0.2193883,-0.007414818,-0.05151629
Right180_1,0.4166256,,-0.2561539,0.09593441,-0.2000807,0.06505791,0.05334111,0.1789992,0.08773987,1.445171,0.08174078,0.1422107,0.3033526,-0.3153503,-0.6436232,0.03061593,-0.09645298,0.1504298,0.006586313,-0.08358769
Right180_1,0.4338895,,-0.2535648,0.1016886,-0.2054933,0.05342199,0.05416023,0.1765996,0.09053843,1.445264,0.08012463,0.1294568,0.2877098,-0.2706312,-0.5817963,0.04095566,-0.119976,0.1399282,0.004661083,-0.08080751
Right180_1,0.4508514,,-0.2526076,0.106686,-0.2098571,0.04394162,0.05432187,0.1734694,0.0935466,1.445651,0.077204,0.04786253,0.2498712,-0.2181888,-0.4740182,0.008082017,-0.1565114,0.1504082,0.01933575,-0.1460318
Right180_1,0.4678602,,-0.2517575,0.1118064,-0.214179,0.03489897,0.0546231,0.1699514,0.09664313,1.445932,0.07448364,0.04250258,0.2560169,-0.2160929,-0.4521325,0.01506172,-0.1759008,0.1548264,0.01404881,-0.1360178
Right180_1,0.4848169,,-0.2514197,0.1156764,-0.2189043,0.02889181,0.0551982,0.1634433,0.09975089,1.44587,0.07396626,0.01688898,0.1935031,-0.2362691,-0.3003581,0.02875496,-0.3254026,0.1553882,-0.00308156,-0.02586879
Right180_1,0.5018301,,-0.2511755,0.1194482,-0.2237699,0.02324726,0.05608878,0.1564644,0.1031098,1.445693,0.07375146,0.01221299,0.1885891,-0.2432801,-0.2822273,0.04452895,-0.348945,0.167945,-0.008839369,-0.01074038
Right180_1,0.5358379,,-0.2509632,0.122909,-0.2361283,0.01434009,0.06158667,0.1365333,0.1129852,1.44419,0.0775141,0.01061261,0.1730412,-0.6179169,-0.4453587,0.2748944,-0.9965562,0.4937727,-0.0751853,0.1881324
Right180_1,0.5528467,,-0.2511693,0.1246627,-0.2406857,0.0119452,0.06299131,0.1271213,0.1165674,1.44371,0.07906646,-0.01030415,0.08768514,-0.2278693,-0.1197443,0.07023197,-0.4706018,0.1791056,-0.02400875,0.07761754
Right180_1,0.5726982,,-0.2515163,0.1273707,-0.2457855,0.009085635,0.06473684,0.116174,0.1206152,1.443059,0.08098159,-0.01734942,0.1354005,-0.2549939,-0.1429785,0.08727647,-0.547364,0.2023917,-0.03252625,0.09575672
Right180_1,0.589784,,-0.2520204,0.1308496,-0.2495231,0.006311778,0.06617454,0.1070269,0.1238826,1.442442,0.08265729,-0.02520829,0.1739435,-0.186877,-0.1386928,0.07188506,-0.4573565,0.16337,-0.03083348,0.08378513
Right180_1,0.6067337,,-0.2535752,0.1346561,-0.2528197,0.004574527,0.06752468,0.09664614,0.1270996,1.441734,0.08494915,-0.07773787,0.1903251,-0.1648314,-0.08686255,0.0675071,-0.5190369,0.1608513,-0.03544092,0.1145929
Right180_1,0.6243106,,-0.2567648,0.1391034,-0.255499,0.004339629,0.06879851,0.08390246,0.1303645,1.440871,0.08825813,-0.1594782,0.2223633,-0.1339659,-0.01174491,0.06369166,-0.6371837,0.1632445,-0.04312396,0.1654491
Right180_1,0.6412622,,-0.2605986,0.1428396,-0.2567826,0.00441463,0.06967976,0.0730942,0.1332915,1.440054,0.09115796,-0.1916915,0.1868121,-0.06417632,0.003750063,0.04406236,-0.5404133,0.146351,-0.04086494,0.1449913
Right180_1,0.6752341,,-0.2710002,0.1491814,-0.2551469,0.005521597,0.07032707,0.05557623,0.1382056,1.438585,0.09584912,-0.5200803,0.3170885,0.08178502,0.05534836,0.03236569,-0.8758983,0.2457038,-0.07343888,0.2345581
Right180_1,0.6921809,,-0.277303,0.1525187,-0.2523571,0.006814158,0.07053518,0.04791866,0.1398221,1.438015,0.09759054,-0.3151402,0.1668662,0.1394898,0.06462803,0.01040548,-0.3828785,0.08082688,-0.02849102,0.08707084
Right180_1,0.7092711,,-0.2846954,0.1563282,-0.2477319,0.008289699,0.07024627,0.03997295,0.1413236,1.437567,0.09863818,-0.3696173,0.1904756,0.2312578,0.07377703,-0.01444556,-0.3972858,0.07507056,-0.02239943,0.05238205
Right180_1,0.7286433,,-0.2941937,0.1613125,-0.2407461,0.01015716,0.06942315,0.03079547,0.1429154,1.437144,0.09914783,-0.4749179,0.2492137,0.3492892,0.09337301,-0.04115626,-0.4588739,0.07959083,-0.02115965,0.02548285
Right180_1,0.745593,,-0.3007462,0.1647722,-0.2348011,0.01130425,0.06825615,0.02343897,0.1438245,1.436871,0.09964132,-0.3276229,0.1729831,0.2972499,0.05735471,-0.05834959,-0.3678248,0.04545823,-0.01364946,0.02467446
Right180_1,0.7625425,,-0.3066278,0.1679441,-0.2288849,0.0122467,0.06694984,0.01645064,0.1445389,1.436618,0.1001447,-0.2940804,0.158596,0.2958104,0.04712259,-0.06531589,-0.3494164,0.03571808,-0.01263618,0.02517067
Right180_1,0.7972124,,-0.3171826,0.174342,-0.2155859,0.01455161,0.0627851,0.002243001,0.1452576,1.43653,0.1004983,-0.5277425,0.3198966,0.6649509,0.115245,-0.2082366,-0.7103822,0.03593564,-0.004416704,0.01767687
Right180_1,0.8141968,,-0.3233342,0.1775643,-0.2056627,0.01714129,0.05920577,-0.007312137,0.1452069,1.436907,0.09979593,-0.3075764,0.1611143,0.4961625,0.1294842,-0.1789667,-0.4777569,-0.002534688,0.01885295,-0.03511719
Right180_1,0.8311772,,-0.3297089,0.1810125,-0.1949954,0.01985093,0.05550588,-0.01737524,0.1451118,1.437288,0.09893104,-0.3187358,0.1724087,0.5333647,0.1354822,-0.1849944,-0.5031552,-0.004755706,0.01906157,-0.04324466
Right180_1,0.8481959,,-0.3340005,0.1830346,-0.185339,0.0223005,0.05297277,-0.02447852,0.1447382,1.437582,0.09808549,-0.2145812,0.1011081,0.4828177,0.1224786,-0.1266556,-0.3551638,-0.0186801,0.01470447,-0.0422772
Right180_1,0.8652241,,-0.3379338,0.1849787,-0.1757408,0.02460864,0.0506529,-0.03127075,0.1443308,1.437829,0.09724866,-0.196667,0.097204,0.4799113,0.1154068,-0.1159934,-0.3396116,-0.02037063,0.01232028,-0.04184172
Right180_1,0.8851167,,-0.3412338,0.1857036,-0.1642197,0.02892217,0.04835233,-0.03928205,0.1430304,1.438308,0.09636343,-0.1649961,0.03624335,0.5760521,0.2156765,-0.1150284,-0.4005648,-0.06502122,0.02397299,-0.04426166
Right180_1,0.9022393,,-0.3429339,0.1859763,-0.1532909,0.03325922,0.04645415,-0.04614194,0.141668,1.43874,0.09527516,-0.08500516,0.01363605,0.5464427,0.2168523,-0.09490922,-0.3429946,-0.06811619,0.0215888,-0.05441345
Right180_1,0.9362016,,-0.3337427,0.1823741,-0.1205456,0.04912922,0.0430974,-0.05965268,0.1365768,1.439971,0.08935154,0.4595563,-0.1801096,1.637263,0.7935002,-0.1678376,-0.6755371,-0.2545595,0.06156564,-0.2961807
Right180_1,0.9531738,,-0.3315954,0.179241,-0.1091218,0.05381582,0.04258191,-0.06704362,0.1343367,1.440518,0.08849493,0.1073688,-0.1566544,0.5711898,0.2343299,-0.02577435,-0.3695469,-0.1120053,0.02733469,-0.04283041
Right180_1,0.9701787,,-0.3287216,0.175978,-0.09765909,0.0583326,0.04212369,-0.07432704,0.1319203,1.440978,0.08787706,0.1436889,-0.1631498,0.573137,0.2258388,-0.02291109,-0.364171,-0.1208231,0.02301335,-0.03089383
Right180_1,0.9871619,,-0.3234563,0.1718467,-0.08644141,0.06266718,0.04160884,-0.08139341,0.128745,1.441267,0.08834965,0.2632633,-0.2065673,0.5608842,0.216729,-0.02574231,-0.3533185,-0.1587614,0.01443028,0.02362952
Right180_1,1.004142,,-0.3179728,0.1673686,-0.07403148,0.06614103,0.04079203,-0.08880349,0.1252007,1.44164,0.08869063,0.2741754,-0.2239041,0.6204963,0.1736928,-0.04084092,-0.3705043,-0.1772188,0.01866221,0.01704916
Right180_1,1.021092,,-0.3119345,0.1614548,-0.05802566,0.06697978,0.03894788,-0.09744179,0.1205197,1.44236,0.08878981,0.3019139,-0.2956927,0.8002909,0.04193746,-0.09220708,-0.431915,-0.2340462,0.03598332,0.004958734
Right180_1,1.041016,,-0.3046024,0.1549536,-0.04086794,0.06712715,0.03749087,-0.1067604,0.1159621,1.442923,0.08901389,0.3666043,-0.3250591,0.8578861,0.007368252,-0.07285047,-0.4659329,-0.2278842,0.02815127,0.01120418
Right180_1,1.075197,,-0.2922224,0.144035,-0.01693326,0.06625542,0.03684753,-0.1208719,0.1108418,1.443364,0.08997346,0.6190047,-0.5459287,1.196734,-0.04358627,-0.03216732,-0.7055726,-0.2560154,0.0220418,0.04797839
Right180_1,1.092147,,-0.285724,0.1383297,-0.005146846,0.06754421,0.03657625,-0.128071,0.1083706,1.443585,0.09047955,0.3249183,-0.2852663,0.5893209,0.0644397,-0.01356397,-0.3599532,-0.1235597,0.01106262,0.02530478
Right180_1,1.109093,,-0.2772409,0.130924,0.009681096,0.06981298,0.03632106,-0.1364419,0.1052723,1.443889,0.09062984,0.4241556,-0.3702827,0.7413971,0.1134384,-0.01275949,-0.4185468,-0.1549114,0.01518726,0.007514283
Right180_1,1.126103,,-0.2663105,0.1223894,0.02738507,0.0725894,0.03612757,-0.1457265,0.1016055,1.444202,0.09046746,0.5465195,-0.4267294,0.8851985,0.1388211,-0.009674579,-0.4642278,-0.1833394,0.01564622,-0.008118898
Right180_1,1.143152,,-0.2548039,0.115118,0.0420146,0.07600778,0.03608749,-0.1536416,0.09665535,1.444967,0.08958663,0.5753309,-0.363569,0.7314765,0.1709186,-0.002003647,-0.3957562,-0.2475102,0.03826022,-0.0440415
Right180_1,1.177109,,-0.2317866,0.1026561,0.06641988,0.08321826,0.03658616,-0.1681281,0.0865295,1.446683,0.08745591,1.150863,-0.6230991,1.220265,0.3605243,0.02493318,-0.7243268,-0.5062923,0.08581877,-0.1065359
Right180_1,1.196871,,-0.2183302,0.09588098,0.08040684,0.08630935,0.03747923,-0.1776873,0.08263401,1.447073,0.08732551,0.6728195,-0.3387544,0.699348,0.1545545,0.04465375,-0.4779607,-0.1947746,0.01946688,-0.006520003
Right180_1,1.214191,,-0.2042829,0.08851053,0.09535492,0.08977662,0.03868383,-0.188549,0.07929392,1.447271,0.08816353,0.702364,-0.3685225,0.7474039,0.1733635,0.06022975,-0.5430833,-0.1670044,0.009918213,0.04190095
Right180_1,1.231128,,-0.1888692,0.08197932,0.1106541,0.09270832,0.04019376,-0.1996728,0.07603657,1.447326,0.08913566,0.7706851,-0.3265604,0.7649582,0.146585,0.07549673,-0.5561918,-0.1628678,0.002735853,0.04860647
Right180_1,1.248169,,-0.1767272,0.07730365,0.1224954,0.09572068,0.04155256,-0.207389,0.07285775,1.447434,0.08998276,0.6071031,-0.2337836,0.592066,0.150618,0.06793998,-0.3858104,-0.1589406,0.005400181,0.04235469
Right180_1,1.265161,,-0.1644351,0.07353508,0.1336903,0.09848184,0.0429737,-0.2144997,0.06970172,1.447497,0.09076517,0.6146051,-0.1884285,0.5597439,0.1380581,0.07105712,-0.3555305,-0.1578014,0.003147125,0.03912076
Right180_1,1.282162,,-0.1532201,0.07070235,0.1436336,0.1010547,0.04447415,-0.2207409,0.06629723,1.447534,0.09175763,0.5607486,-0.1416363,0.4971653,0.1286414,0.07502232,-0.3120601,-0.1702245,0.001883507,0.0496231
Right180_1,1.316158,,-0.1308563,0.06710231,0.1648874,0.1065737,0.0481996,-0.2350895,0.05942435,1.447364,0.09394633,1.118191,-0.1800019,1.06269,0.2759516,0.1862723,-0.7174343,-0.3436441,-0.008511543,0.1094349
Right180_1,1.333143,,-0.120824,0.06626239,0.1769207,0.1095993,0.05050214,-0.243371,0.05600516,1.447154,0.09508035,0.5016159,-0.04199594,0.6016672,0.1512799,0.1151273,-0.4140712,-0.1709594,-0.0104785,0.05670115
Right180_1,1.35418,,-0.115608,0.06629388,0.1853881,0.111439,0.05168488,-0.2470902,0.05273413,1.447114,0.09535073,0.2608001,0.001574308,0.4233658,0.09198636,0.05913675,-0.1859598,-0.1635518,-0.002008677,0.01351871
Right180_1,1.371129,,-0.1122487,0.06617756,0.1907905,0.1128956,0.05285079,-0.2500166,0.04994348,1.447141,0.09559626,0.1679637,-0.005815923,0.2701245,0.07282645,0.05829539,-0.146322,-0.1395324,0.001335144,0.01227669
Right180_1,1.388141,,-0.1107122,0.06527639,0.1919898,0.1144549,0.0546291,-0.2530375,0.04665403,1.447359,0.09607164,0.07682368,-0.0450585,0.05996078,0.07796586,0.0889156,-0.1510441,-0.1644727,0.01091361,0.02376884
Right180_1,1.405091,,-0.1094069,0.06439225,0.1918321,0.1161887,0.05653821,-0.2567306,0.04251413,1.447579,0.09678677,0.06526448,-0.04420727,-0.007881969,0.08668974,0.09545535,-0.1846552,-0.2069948,0.01097322,0.03575683
Right180_1,1.422048,,-0.1088302,0.06380993,0.1892928,0.1183534,0.05874811,-0.2621172,0.03633774,1.447766,0.0980318,0.02883524,-0.02911575,-0.1269676,0.1082379,0.1104953,-0.2693295,-0.3088195,0.009381771,0.06225146
Right180_1,1.456622,,-0.1066318,0.06198408,0.1779541,0.1171068,0.06354268,-0.2725188,0.02445979,1.448166,0.09984706,0.1099229,-0.09129271,-0.5669348,-0.06233305,0.2397284,-0.5200803,-0.5938973,0.0199616,0.09076297
Right180_1,1.47357,,-0.1054957,0.06120118,0.1712665,0.1158272,0.06600199,-0.2781019,0.01892077,1.448345,0.1005328,0.05680211,-0.03914461,-0.3343776,-0.06398,0.1229655,-0.2791569,-0.2769514,0.008952618,0.03428869
Right180_1,1.490613,,-0.1042228,0.06053738,0.1646796,0.1157211,0.0685734,-0.2845867,0.01349892,1.448509,0.1011889,0.06364882,-0.03319029,-0.329344,-0.005302951,0.1285706,-0.3242388,-0.2710922,0.00820756,0.03280379
Right180_1,1.510738,,-0.1031197,0.06317056,0.1546303,0.1145869,0.07013892,-0.2891943,0.008179013,1.448179,0.1035872,0.05515441,0.131659,-0.502465,-0.05671047,0.0782758,-0.2303824,-0.2659955,-0.01649857,0.1199152
Right180_1,1.527687,,-0.1026334,0.06805672,0.1453011,0.1118,0.07069668,-0.2908168,0.004428364,1.447435,0.1067505,0.02431385,0.2443079,-0.46646,-0.139343,0.02788827,-0.0811249,-0.1875324,-0.03720522,0.1581658
Right180_1,1.544637,,-0.1033178,0.07084145,0.139225,0.1099507,0.0722905,-0.2945155,0.001817161,1.446593,0.1097326,-0.03422275,0.1392365,-0.3038086,-0.09246655,0.07969067,-0.1849324,-0.1305602,-0.042063,0.1491021
Right180_1,1.56171,,-0.1042526,0.07255667,0.1342986,0.1087913,0.07429917,-0.2992559,-0.0002959695,1.445709,0.1126438,-0.04673973,0.0857614,-0.2463169,-0.0579726,0.1004338,-0.2370209,-0.1056565,-0.04424453,0.1455616
Right180_1,1.595696,,-0.1035702,0.07358695,0.1231285,0.1100002,0.0792768,-0.3072952,-0.005500982,1.44449,0.1178769,0.03412403,0.05151369,-0.5585048,0.06044842,0.2488814,-0.4019663,-0.2602506,-0.06092191,0.2616543
Right180_1,1.612705,,-0.1056325,0.07435495,0.1165115,0.1143579,0.08128279,-0.3093581,-0.007034331,1.44412,0.1199346,-0.103116,0.03840029,-0.3308524,0.2178825,0.1002993,-0.1031458,-0.07666743,-0.01848936,0.1028873
Right180_1,1.629686,,-0.1084369,0.07528149,0.109578,0.1191707,0.08337089,-0.3104712,-0.008225636,1.443774,0.1218314,-0.1402222,0.04632697,-0.346677,0.2406396,0.104405,-0.05565286,-0.05956525,-0.01733303,0.09483658
Right180_1,1.646684,,-0.1097434,0.07580237,0.1027791,0.1244166,0.08592404,-0.3117132,-0.01033844,1.442919,0.1250869,-0.06532185,0.02604388,-0.3399432,0.2622973,0.1276579,-0.06210059,-0.1056402,-0.04275441,0.162778
Right180_1,1.667227,,-0.1105857,0.07631338,0.09466203,0.1310786,0.08932304,-0.3130673,-0.01336564,1.441693,0.1292988,-0.04211701,0.02555028,-0.4058529,0.3331009,0.1699496,-0.06770641,-0.1513602,-0.06129146,0.2105944
Right180_1,1.684182,,-0.1081289,0.07588732,0.08753922,0.140158,0.09216078,-0.3129651,-0.01786852,1.44163,0.1292409,0.1228377,-0.0213027,-0.3561407,0.4539683,0.1418874,0.005112588,-0.2251437,-0.003123283,-0.002893806
Right180_1,1.701128,,-0.1054652,0.0757246,0.08189757,0.1494248,0.09517374,-0.3126073,-0.02237259,1.441549,0.1287366,0.1331847,-0.008136034,-0.2820823,0.4633412,0.1506478,0.01788884,-0.2252037,-0.004070997,-0.025215
Right180_1,1.7357,,-0.1024136,0.07336678,0.06729946,0.1710437,0.1044199,-0.3065062,-0.03062206,1.443125,0.1212245,0.1525827,-0.1178909,-0.7299055,1.080944,0.4623089,0.3050581,-0.4124733,0.07881522,-0.3756091
Right180_1,1.752649,,-0.1017845,0.07283573,0.06240369,0.1798478,0.1076003,-0.3035138,-0.03267133,1.443938,0.1178657,0.03145561,-0.02655275,-0.2447885,0.4402064,0.1590177,0.1496196,-0.1024638,0.04065633,-0.1679368
Right180_1,1.7696,,-0.1013397,0.07233403,0.05760355,0.1883346,0.1108075,-0.3000298,-0.03449946,1.444753,0.1143621,0.0222411,-0.02508499,-0.2400074,0.4243359,0.1603607,0.1741976,-0.09140652,0.04073977,-0.175181
Right180_1,1.786713,,-0.1016699,0.07175147,0.05290688,0.1962288,0.1136572,-0.2947698,-0.03555656,1.445783,0.1103347,-0.01651049,-0.02912804,-0.2348332,0.3947124,0.142486,0.2630025,-0.05285479,0.05152225,-0.2013698
Right180_1,1.803753,,-0.1023027,0.07108246,0.04765989,0.2040706,0.1168463,-0.2886857,-0.03640231,1.446847,0.1058701,-0.03164373,-0.0334505,-0.2623498,0.392089,0.1594558,0.3042027,-0.04228763,0.05318522,-0.2232298
Right180_1,1.823274,,-0.1042369,0.06991067,0.0392535,0.2136107,0.1215706,-0.278605,-0.03671832,1.448351,0.09900033,-0.09670556,-0.0585895,-0.4203195,0.477007,0.2362151,0.5040377,-0.01580026,0.0751853,-0.3434889
Right180_1,1.840224,,-0.1059574,0.06900959,0.03241466,0.2202348,0.1248649,-0.2697652,-0.03664428,1.449409,0.09378483,-0.08602515,-0.04505366,-0.341942,0.3312044,0.164713,0.4419893,0.003701821,0.05288124,-0.2607752
Right180_1,1.874697,,-0.1093101,0.0671946,0.0199396,0.2287645,0.1278194,-0.250719,-0.0358927,1.450946,0.08582193,-0.1676355,-0.09074956,-0.623753,0.4264846,0.1477238,0.9523094,0.03757887,0.07688403,-0.3981453
Right180_1,1.89169,,-0.1105943,0.06600221,0.01387142,0.2322312,0.1279326,-0.2393018,-0.03579967,1.451546,0.08242243,-0.0642132,-0.05961955,-0.3034089,0.173337,0.005663931,0.5708568,0.004651397,0.02999306,-0.1699749
Right180_1,1.90865,,-0.1122174,0.06338749,0.007002832,0.2361969,0.1263158,-0.2240966,-0.03592328,1.452246,0.07890058,-0.08115582,-0.1307361,-0.3434294,0.198283,-0.08084103,0.7602647,-0.006180257,0.03501177,-0.1760926
Right180_1,1.925655,,-0.1141343,0.05946729,-0.0007002695,0.2405288,0.1232016,-0.2050226,-0.0362535,1.453004,0.07527909,-0.09584092,-0.1960102,-0.3851551,0.2165958,-0.155713,0.9536952,-0.01651123,0.03786683,-0.1810741
Right180_1,1.942646,,-0.1157522,0.05600429,-0.007205928,0.2440338,0.1197626,-0.187482,-0.0365592,1.453587,0.0722066,-0.0808984,-0.17315,-0.325283,0.1752511,-0.1719493,0.8770302,-0.01528468,0.02915263,-0.1536246
Right180_1,1.959595,,-0.1171251,0.05290703,-0.0127302,0.2469727,0.1160841,-0.1712278,-0.03684611,1.454037,0.06956788,-0.06864145,-0.1548626,-0.2762135,0.1469418,-0.1839228,0.8127101,-0.01434535,0.0225246,-0.131936
Right180_1,1.980313,,-0.119039,0.04931057,-0.01932015,0.2504988,0.1115433,-0.1504179,-0.03714843,1.454593,0.06601355,-0.09569675,-0.1798233,-0.3294973,0.1763046,-0.2270397,1.040496,-0.0151163,0.02778172,-0.1777165
Right180_1,2.014595,,-0.1235695,0.04325929,-0.0318572,0.2564572,0.1026052,-0.1099937,-0.03705889,1.455393,0.0600523,-0.226523,-0.3025638,-0.6268526,0.2979219,-0.4469078,2.021211,0.004477054,0.04002452,-0.2980627
